AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,155495730,0,,,,,33.54,69770,0.1,15,18.07,24.51,38.71,61.81,"31,200","37,590","50,980","80,520","128,560",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,11132700,0.2,,,,,69.84,145260,0.2,28.91,39.89,60.83,84.75,123.71,"60,130","82,970","126,520","176,280","257,310",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1000,Top Executives,minor,3720520,0.3,,,,,68.33,142120,0.3,24.27,35.22,52.17,82.85,134.48,"50,480","73,260","108,510","172,330","279,710",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1010,Chief Executives,broad,204350,3.1,,,,,129.63,269630,1.9,36.39,62.28,102.88,171.25,244.1,"75,700","129,540","213,990","356,200","507,730",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1011,Chief Executives,detailed,204350,3.1,,,,,129.63,269630,1.9,36.39,62.28,102.88,171.25,244.1,"75,700","129,540","213,990","356,200","507,730",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1020,General and Operations Managers,broad,3503020,0.3,,,,,64.87,134940,0.3,24.08,34.77,50.85,80.42,121.82,"50,090","72,320","105,770","167,280","253,390",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1021,General and Operations Managers,detailed,3503020,0.3,,,,,64.87,134940,0.3,24.08,34.77,50.85,80.42,121.82,"50,090","72,320","105,770","167,280","253,390",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-00,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",minor,1167460,0.6,,,,,80.73,167930,0.3,37.37,50.55,74.89,101.25,139.45,"77,730","105,140","155,780","210,600","290,060",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-10,Advertising and Promotions Managers,broad,21470,3.9,,,,,74.18,154280,3,30.43,43.93,64.26,96.66,137.62,"63,300","91,370","133,660","201,050","286,240",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-11,Advertising and Promotions Managers,detailed,21470,3.9,,,,,74.18,154280,3,30.43,43.93,64.26,96.66,137.62,"63,300","91,370","133,660","201,050","286,240",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-20,Marketing and Sales Managers,broad,1032320,0.7,,,,,81.49,169490,0.3,37.44,50.9,75.98,101.87,140.44,"77,870","105,860","158,040","211,890","292,100",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-21,Marketing Managers,detailed,395240,0.8,,,,,85.47,177770,0.3,43.39,59.15,80.19,104.04,141.16,"90,260","123,020","166,790","216,410","293,610",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-22,Sales Managers,detailed,637080,1.1,,,,,79.02,164350,0.4,35.18,48.25,71.28,99.68,139.68,"73,170","100,360","148,270","207,340","290,540",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-30,Public Relations and Fundraising Managers,broad,113670,1.2,,,,,75.15,156310,0.8,38.07,49.15,65.61,91.32,126.61,"79,180","102,230","136,470","189,950","263,340",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-32,Public Relations Managers,detailed,74850,1.8,,,,,79.21,164760,0.8,39.62,51.24,70.63,98.33,137.01,"82,410","106,580","146,910","204,520","284,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-33,Fundraising Managers,detailed,38810,1.4,,,,,67.32,140020,0.9,36.12,46.14,60.32,81.73,106.9,"75,130","95,970","125,470","169,990","222,350",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-00,Operations Specialties Managers,minor,2775810,0.3,,,,,79.49,165330,0.3,39.32,51.37,72.45,98.46,135.55,"81,790","106,860","150,690","204,790","281,950",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-10,Administrative Services and Facilities Managers,broad,420130,0.6,,,,,60.12,125040,0.4,31.7,40.68,53.13,72.22,95,"65,940","84,620","110,500","150,230","197,590",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-12,Administrative Services Managers,detailed,263960,1.2,,,,,62.44,129870,0.5,32.26,41.57,54.87,75.69,99.86,"67,100","86,460","114,130","157,420","207,720",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-13,Facilities Managers,detailed,156180,1.1,,,,,56.2,116890,0.5,31,39.43,51.28,66.76,84.67,"64,480","82,020","106,660","138,870","176,120",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-20,Computer and Information Systems Managers,broad,670570,0.5,,,,,92.39,192160,0.3,51.71,66.38,84.2,106.12,143.03,"107,550","138,060","175,140","220,730","297,510",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-21,Computer and Information Systems Managers,detailed,670570,0.5,,,,,92.39,192160,0.3,51.71,66.38,84.2,106.12,143.03,"107,550","138,060","175,140","220,730","297,510",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-30,Financial Managers,broad,841710,0.5,,,,,89.86,186910,0.4,45.34,60.33,80.08,105.76,155.42,"94,310","125,490","166,570","219,980","323,270",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-31,Financial Managers,detailed,841710,0.5,,,,,89.86,186910,0.4,45.34,60.33,80.08,105.76,155.42,"94,310","125,490","166,570","219,980","323,270",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-50,Industrial Production Managers,broad,246250,0.5,,,,,64.5,134170,0.3,37.5,47.19,60.61,77.83,98.81,"78,000","98,160","126,060","161,880","205,520",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-51,Industrial Production Managers,detailed,246250,0.5,,,,,64.5,134170,0.3,37.5,47.19,60.61,77.83,98.81,"78,000","98,160","126,060","161,880","205,520",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-60,Purchasing Managers,broad,84320,0.8,,,,,75.17,156360,0.4,44.47,55.55,71.19,87.63,107.35,"92,490","115,550","148,080","182,270","223,280",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-61,Purchasing Managers,detailed,84320,0.8,,,,,75.17,156360,0.4,44.47,55.55,71.19,87.63,107.35,"92,490","115,550","148,080","182,270","223,280",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-70,"Transportation, Storage, and Distribution Managers",broad,221180,0.9,,,,,58.46,121600,0.5,31.31,39.64,51.55,70.56,93.7,"65,120","82,440","107,230","146,770","194,900",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-71,"Transportation, Storage, and Distribution Managers",detailed,221180,0.9,,,,,58.46,121600,0.5,31.31,39.64,51.55,70.56,93.7,"65,120","82,440","107,230","146,770","194,900",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-10,Compensation and Benefits Managers,broad,22940,2.1,,,,,78.19,162640,0.8,42.86,54.41,71.75,96.45,123.35,"89,160","113,170","149,230","200,610","256,570",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-11,Compensation and Benefits Managers,detailed,22940,2.1,,,,,78.19,162640,0.8,42.86,54.41,71.75,96.45,123.35,"89,160","113,170","149,230","200,610","256,570",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-20,Human Resources Managers,broad,220660,0.6,,,,,78.96,164230,0.4,42.4,53.42,71.77,95.81,128.76,"88,200","111,110","149,280","199,290","267,810",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-21,Human Resources Managers,detailed,220660,0.6,,,,,78.96,164230,0.4,42.4,53.42,71.77,95.81,128.76,"88,200","111,110","149,280","199,290","267,810",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-30,Training and Development Managers,broad,48050,1.4,,,,,71.33,148370,1.1,38.24,48.97,63.94,85.04,112.31,"79,550","101,850","133,000","176,870","233,600",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-31,Training and Development Managers,detailed,48050,1.4,,,,,71.33,148370,1.1,38.24,48.97,63.94,85.04,112.31,"79,550","101,850","133,000","176,870","233,600",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-00,Other Management Occupations,minor,3468900,0.3,,,,,60.07,124950,0.3,27.84,37.4,51.33,76.75,101.34,"57,910","77,790","106,770","159,650","210,800",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-10,"Farmers, Ranchers, and Other Agricultural Managers",broad,6500,4.3,,,,,47.99,99820,2.2,26.12,31.87,43.22,57.14,76.93,"54,320","66,300","89,900","118,860","160,020",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-13,"Farmers, Ranchers, and Other Agricultural Managers",detailed,6500,4.3,,,,,47.99,99820,2.2,26.12,31.87,43.22,57.14,76.93,"54,320","66,300","89,900","118,860","160,020",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-20,Construction Managers,broad,380360,1.1,,,,,59.79,124360,0.5,33.5,42.57,55.28,72.91,91.08,"69,690","88,550","114,990","151,640","189,440",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-21,Construction Managers,detailed,380360,1.1,,,,,59.79,124360,0.5,33.5,42.57,55.28,72.91,91.08,"69,690","88,550","114,990","151,640","189,440",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-30,Education and Childcare Administrators,broad,637590,0.4,,,,,53.8,111900,0.3,28.56,37.87,49.16,63.99,82.28,"59,400","78,770","102,260","133,090","171,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-31,"Education and Childcare Administrators, Preschool and Daycare",detailed,73660,1.8,,,,,31.15,64800,0.9,18.55,22.62,28.51,36.3,47.23,"38,580","47,040","59,300","75,500","98,240",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-32,"Education Administrators, Kindergarten through Secondary",detailed,328330,0.6,,,,,*,116100,0.3,*,*,*,*,*,"76,280","86,040","105,870","134,630","167,770",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-33,"Education Administrators, Postsecondary",detailed,180470,0.4,,,,,60.84,126540,0.3,31.04,38.88,50.29,69.41,103.66,"64,560","80,870","104,590","144,370","215,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-39,"Education Administrators, All Other",detailed,55130,2,,,,,48.99,101900,0.6,24.96,33.16,45.77,60.86,77.41,"51,910","68,980","95,200","126,590","161,010",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-40,Architectural and Engineering Managers,broad,220260,0.8,,,,,87.28,181540,0.3,58.08,67,82.34,102.16,126.33,"120,810","139,360","171,270","212,500","262,760",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-41,Architectural and Engineering Managers,detailed,220260,0.8,,,,,87.28,181540,0.3,58.08,67,82.34,102.16,126.33,"120,810","139,360","171,270","212,500","262,760",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-50,Food Service Managers,broad,238430,1.7,,,,,36,74880,0.6,22.09,27.34,33.36,41.73,51.75,"45,960","56,870","69,390","86,800","107,640",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-51,Food Service Managers,detailed,238430,1.7,,,,,36,74880,0.6,22.09,27.34,33.36,41.73,51.75,"45,960","56,870","69,390","86,800","107,640",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-70,Entertainment and Recreation Managers,broad,43010,1.4,,,,,43.9,91310,0.8,22.56,29.88,38.58,50.89,68.51,"46,920","62,160","80,240","105,850","142,490",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-71,Gambling Managers,detailed,5030,2,,,,,49.54,103050,0.9,26.9,34.89,44.82,59.13,79.01,"55,960","72,570","93,220","122,990","164,350",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-72,"Entertainment and Recreation Managers, Except Gambling",detailed,37980,1.6,,,,,43.15,89750,0.9,22.25,29.36,38.23,50.37,66.88,"46,270","61,060","79,520","104,770","139,110",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-80,Lodging Managers,broad,42620,2,,,,,37.86,78740,1.1,19.27,23.81,33.29,45.21,61.96,"40,070","49,530","69,250","94,030","128,880",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-81,Lodging Managers,detailed,42620,2,,,,,37.86,78740,1.1,19.27,23.81,33.29,45.21,61.96,"40,070","49,530","69,250","94,030","128,880",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-10,Medical and Health Services Managers,broad,597080,0.6,,,,,67.77,140970,0.3,35.29,45.53,59.55,79.85,107.86,"73,390","94,700","123,860","166,100","224,340",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-11,Medical and Health Services Managers,detailed,597080,0.6,,,,,67.77,140970,0.3,35.29,45.53,59.55,79.85,107.86,"73,390","94,700","123,860","166,100","224,340",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-20,Natural Sciences Managers,broad,108690,1.2,,,,,86.66,180250,0.6,38.32,57.42,80.39,106.51,152.33,"79,710","119,430","167,220","221,540","316,850",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-21,Natural Sciences Managers,detailed,108690,1.2,,,,,86.66,180250,0.6,38.32,57.42,80.39,106.51,152.33,"79,710","119,430","167,220","221,540","316,850",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-30,Postmasters and Mail Superintendents,broad,13810,0,,,,,46.81,97360,0,40.91,43.58,46.47,49.5,53.72,"85,090","90,650","96,660","102,960","111,740",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-31,Postmasters and Mail Superintendents,detailed,13810,0,,,,,46.81,97360,0,40.91,43.58,46.47,49.5,53.72,"85,090","90,650","96,660","102,960","111,740",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-40,"Property, Real Estate, and Community Association Managers",broad,311180,1.8,,,,,40.25,83710,1.2,19.72,24.39,33.65,47.07,67.16,"41,010","50,720","69,990","97,910","139,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-41,"Property, Real Estate, and Community Association Managers",detailed,311180,1.8,,,,,40.25,83710,1.2,19.72,24.39,33.65,47.07,67.16,"41,010","50,720","69,990","97,910","139,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-50,Social and Community Service Managers,broad,209330,0.9,,,,,42.73,88880,0.3,25.56,30.91,38.65,49.61,63.59,"53,150","64,290","80,390","103,200","132,260",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-51,Social and Community Service Managers,detailed,209330,0.9,,,,,42.73,88880,0.3,25.56,30.91,38.65,49.61,63.59,"53,150","64,290","80,390","103,200","132,260",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-60,Emergency Management Directors,broad,13500,1.7,,,,,49.24,102420,0.6,26.06,32.65,44.87,60.81,80.02,"54,210","67,910","93,330","126,490","166,430",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-61,Emergency Management Directors,detailed,13500,1.7,,,,,49.24,102420,0.6,26.06,32.65,44.87,60.81,80.02,"54,210","67,910","93,330","126,490","166,430",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-70,Personal Service Managers,broad,24350,2.4,,,,,41.61,86550,1.1,22.98,28.7,36.65,48.45,64.79,"47,810","59,700","76,240","100,780","134,760",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-71,Funeral Home Managers,detailed,13910,1.9,,,,,44.63,92840,1.2,23.9,29.75,37.88,49.97,75.19,"49,700","61,890","78,790","103,940","156,400",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-79,"Personal Service Managers, All Other",detailed,10450,4.7,,,,,37.59,78190,1.8,21.59,26.03,33.54,45.41,57.07,"44,910","54,130","69,770","94,440","118,710",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-90,Miscellaneous Managers,broad,622190,0.5,,,,,73.99,153890,0.3,35.72,49.46,68.22,89.57,114.55,"74,300","102,880","141,900","186,300","238,270",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,Nov-99,"Managers, All Other",detailed,622190,0.5,,,,,73.99,153890,0.3,35.72,49.46,68.22,89.57,114.55,"74,300","102,880","141,900","186,300","238,270",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,10537240,0.2,,,,,45.78,95230,0.2,23.47,30.26,39.74,55.2,74.04,"48,820","62,940","82,660","114,820","153,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1000,Business Operations Specialists,minor,7485920,0.3,,,,,44.63,92830,0.2,23.17,29.93,39.45,53.98,71.33,"48,190","62,250","82,060","112,280","148,370",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",broad,12620,6.4,,,,,68.07,141580,8.6,23.08,30.61,39.85,70.4,136.81,"48,010","63,670","82,890","146,430","284,570",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,12620,6.4,,,,,68.07,141580,8.6,23.08,30.61,39.85,70.4,136.81,"48,010","63,670","82,890","146,430","284,570",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,broad,491430,0.7,,,,,40.27,83770,0.2,23.26,29.23,37.36,48.47,61.96,"48,380","60,800","77,710","100,820","128,870",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,detailed,491430,0.7,,,,,40.27,83770,0.2,23.26,29.23,37.36,48.47,61.96,"48,380","60,800","77,710","100,820","128,870",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,335790,1.2,,,,,38.66,80420,0.3,23.55,29.47,37.51,47.05,55.81,"48,980","61,300","78,020","97,860","116,090",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,324230,1.2,,,,,38.69,80470,0.3,23.48,29.4,37.5,47.13,56.27,"48,850","61,160","78,000","98,030","117,040",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1032,"Insurance Appraisers, Auto Damage",detailed,11560,5.4,,,,,37.93,78900,1,28.06,31.28,37.61,44.17,48.84,"58,360","65,050","78,240","91,880","101,590",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1040,Compliance Officers,broad,417070,0.5,,,,,42.5,88400,0.3,23.18,29.46,38.81,52.41,64.29,"48,220","61,280","80,730","109,010","133,720",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1041,Compliance Officers,detailed,417070,0.5,,,,,42.5,88400,0.3,23.18,29.46,38.81,52.41,64.29,"48,220","61,280","80,730","109,010","133,720",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1050,Cost Estimators,broad,224220,1,,,,,41.06,85390,0.6,23.33,29.4,37.86,48.97,62.9,"48,530","61,150","78,740","101,850","130,820",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1051,Cost Estimators,detailed,224220,1,,,,,41.06,85390,0.6,23.33,29.4,37.86,48.97,62.9,"48,530","61,150","78,740","101,850","130,820",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1070,Human Resources Workers,broad,977550,0.6,,,,,39.95,83090,0.2,22.71,28.37,36.87,48.28,62.47,"47,240","59,010","76,700","100,410","129,930",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,912430,0.6,,,,,39.42,81990,0.2,22.69,28.18,36.51,47.78,61.89,"47,180","58,610","75,940","99,380","128,720",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1074,Farm Labor Contractors,detailed,310,28.4,,,,,28.11,58470,9.8,14.87,17.17,28.11,38.27,40.41,"30,930","35,720","58,460","79,590","84,050",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1075,Labor Relations Specialists,detailed,64810,1.4,,,,,47.46,98720,1,24.27,34.58,45.87,59.34,75.09,"50,490","71,920","95,420","123,420","156,180",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1080,Logisticians and Project Management Specialists,broad,1317720,0.6,,,,,51.32,106740,0.2,28.75,36.74,48,62.79,79.42,"59,810","76,420","99,830","130,590","165,190",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,251040,1,,,,,43.14,89730,0.4,24.47,30.98,39.58,51.05,64.02,"50,890","64,440","82,320","106,190","133,160",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1082,Project Management Specialists,detailed,1066670,0.6,,,,,53.24,110740,0.2,29.61,37.71,49.19,63.99,80.76,"61,580","78,440","102,320","133,100","167,970",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1110,Management Analysts,broad,898280,0.7,,,,,54.71,113790,1.1,29.15,37.48,48.97,64.12,82.52,"60,640","77,950","101,860","133,370","171,640",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,898280,0.7,,,,,54.71,113790,1.1,29.15,37.48,48.97,64.12,82.52,"60,640","77,950","101,860","133,370","171,640",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1120,"Meeting, Convention, and Event Planners",broad,142860,1.4,,,,,31.98,66520,0.9,17.71,22.58,29.41,37.88,48.9,"36,830","46,970","61,160","78,790","101,700",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,142860,1.4,,,,,31.98,66520,0.9,17.71,22.58,29.41,37.88,48.9,"36,830","46,970","61,160","78,790","101,700",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1130,Fundraisers,broad,111040,1.2,,,,,37.12,77200,0.5,22.42,27.63,34.88,44.32,55.68,"46,630","57,480","72,550","92,180","115,820",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,111040,1.2,,,,,37.12,77200,0.5,22.42,27.63,34.88,44.32,55.68,"46,630","57,480","72,550","92,180","115,820",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1140,"Compensation, Benefits, and Job Analysis Specialists",broad,112380,1.6,,,,,40.54,84330,0.9,23.79,29.28,37.6,48.27,61.98,"49,480","60,890","78,210","100,400","128,920",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,112380,1.6,,,,,40.54,84330,0.9,23.79,29.28,37.6,48.27,61.98,"49,480","60,890","78,210","100,400","128,920",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1150,Training and Development Specialists,broad,458300,0.8,,,,,36.32,75550,0.4,18.64,24.09,33.31,45.7,59.26,"38,760","50,110","69,280","95,050","123,250",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,458300,0.8,,,,,36.32,75550,0.4,18.64,24.09,33.31,45.7,59.26,"38,760","50,110","69,280","95,050","123,250",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1160,Market Research Analysts and Marketing Specialists,broad,899580,0.8,,,,,43.03,89490,0.5,20.86,28.05,37.87,52.07,74.75,"43,390","58,350","78,760","108,310","155,480",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,899580,0.8,,,,,43.03,89490,0.5,20.86,28.05,37.87,52.07,74.75,"43,390","58,350","78,760","108,310","155,480",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1190,Miscellaneous Business Operations Specialists,broad,1087090,0.6,,,,,45.18,93970,0.3,23.02,30.12,39.93,54.81,72.12,"47,880","62,640","83,050","114,010","150,010",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1199,"Business Operations Specialists, All Other",detailed,1087090,0.6,,,,,45.18,93970,0.3,23.02,30.12,39.93,54.81,72.12,"47,880","62,640","83,050","114,010","150,010",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2000,Financial Specialists,minor,3051310,0.3,,,,,48.61,101120,0.3,24.25,31.12,40.71,57.92,78.53,"50,440","64,720","84,680","120,470","163,340",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2010,Accountants and Auditors,broad,1449500,0.5,,,,,45.56,94750,0.3,26.93,32.22,40.23,52.8,69.27,"56,020","67,020","83,680","109,810","144,090",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,1449500,0.5,,,,,45.56,94750,0.3,26.93,32.22,40.23,52.8,69.27,"56,020","67,020","83,680","109,810","144,090",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,broad,57070,2.9,,,,,36.43,75770,1.1,19.25,24.51,32.67,44.6,58.97,"40,030","50,970","67,960","92,760","122,660",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,57070,2.9,,,,,36.43,75770,1.1,19.25,24.51,32.67,44.6,58.97,"40,030","50,970","67,960","92,760","122,660",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2030,Budget Analysts,broad,47160,1.4,,,,,46.33,96370,0.6,29.93,36.21,44.06,54.91,65.7,"62,250","75,320","91,640","114,220","136,660",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,47160,1.4,,,,,46.33,96370,0.6,29.93,36.21,44.06,54.91,65.7,"62,250","75,320","91,640","114,220","136,660",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2040,Credit Analysts,broad,64390,1.3,,,,,48.49,100850,0.7,27.04,31.35,40.15,58.88,81.36,"56,250","65,210","83,510","122,460","169,230",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2041,Credit Analysts,detailed,64390,1.3,,,,,48.49,100850,0.7,27.04,31.35,40.15,58.88,81.36,"56,250","65,210","83,510","122,460","169,230",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2050,Financial Analysts and Advisors,broad,798050,0.8,,,,,61.39,127690,0.9,28.59,36.87,49.08,68.37,102.23,"59,470","76,700","102,090","142,210","212,650",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2051,Financial and Investment Analysts,detailed,361980,2.3,,,,,56.15,116800,0.7,30.64,38.12,49.4,64.11,86.95,"63,720","79,290","102,740","133,340","180,860",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,266800,2,,,,,75.32,156670,1.6,24.13,34.83,50.51,84.99,171.65,"50,190","72,440","105,070","176,790","357,020",,
